,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
117,False,/nDnTkpEZ0ounvlEH42P9qpxmK5e.jpg,"[53, 80]",821792,en,Bull,Bull mysteriously returns home after a 10 year absence to seek revenge on those who double crossed him all those years ago.,13.663,/vB5KVpjzTm6lJVkhzVisVAOD3A6.jpg,2021-11-05,Bull,False,0.0,0
118,False,/esGtYJE3uoRuwA7o4ST2kGDhmeO.jpg,"[10749, 18]",763148,en,Time Is Up,"Vivien, an accomplished student with a passion for physics, and Roy, a troubled young man, are involved in an accident that forces them to reclaim their lives  one minute at the time.",11.502,/dxWHyMY4HoXH8LiEhYlga2OtK5B.jpg,2021-09-09,Time Is Up,False,6.2,18
119,False,/fhp1Kk7OPBeRqyh19H0StpDzHCz.jpg,"[16, 18, 878]",776305,ja,竜とそばかすの姫,"Suzu is a 17-year-old high school student living in a rural town with her father. Wounded by the loss of her mother at a young age, Suzu one day discovers the massive online world ""U"" and dives into this alternate reality as her avatar, Belle. Before long, all of U's eyes are fixed on Belle, when, suddenly, a mysterious dragon-like figure appears before her.",9.776,/e143CxHsD7oVxqrxk29I5SJrjrl.jpg,2021-07-16,BELLE,False,7.6,27
120,False,/zieMsrUQghlAuheMu8ZWTXaxZKs.jpg,[18],886553,hu,Magyar Passió,,14.76,/3UFwRHDZdRfFZHGbsgvW9KhLzjm.jpg,2021-11-04,Magyar Passió,False,0.0,0
121,False,/sLRPQcnoXRduZpbLMDw9DQYOqFf.jpg,[27],799982,en,Lair,"A fractured family are forced to face their demons, metaphorically and literally, as they unwittingly become embroiled in a man's attempt to prove the existence of the supernatural in order to overturn a friend's murder conviction.",12.522,/pVDGOdTW4On23SG8B5fwvYLwnht.jpg,2021-11-09,Lair,False,0.0,0
122,False,,[],825685,en,No Means No,"No Means No is a cross-genre action-packed, teenage musical love story, a courtroom drama that's more like the thrill of a roller-coaster ride as each twist and turn begins to unravel to reach a conclusion that calls out for justice.",14.353,/mqbosBaArsHEa0iqF2jUjz4lavX.jpg,2021-11-05,No Means No,False,0.0,0
123,False,/uRriFNpBerturhxgOXXxZ38gsLG.jpg,"[10751, 18]",673737,en,A Christmas Gift from Bob,"James Bowen finds himself the target of an animal welfare investigation that threatens to take away his beloved cat, Bob, at Christmas.",7.867,/mwM2BBxG4XLGvkCX7GbVDt8hjaV.jpg,2020-11-27,A Christmas Gift from Bob,False,6.2,26
124,False,,"[80, 27, 53]",806804,en,Aileen Wuornos: American Boogeywoman,"Based on Aileen Wuornos’s early life, This Is The TRUE STORY of  America’s most notorious female serial killer, who went on a killing spree in Florida in 1989 and 1990. What few people know, is that back in 1976 a young and beautiful Aileen Wuornos arrived in Florida searching for a new life that would help her escape her tragic past, married a wealthy Yacht Club President and had the chance to start again as part of Florida’s high society….or did she?",7.087,/dkBRzihXelz8CidEavwCatoDFyd.jpg,2021-09-20,Aileen Wuornos: American Boogeywoman,False,4.4,5
125,False,,[18],763109,sv,Jag är Zlatan,"Coming-of-age story depicting Zlatan Ibrahimovic's upbringing in a rough Swedish suburb. Born to Balkan immigrants, football was Zlatan's release in a tough environment where his remarkable talent and self-reliance catapulted him against all odds to the top of international football playing for clubs like Ajax Amsterdam, Juventus, Inter, Milan, Barcelona, Paris Saint-Germain and Manchester United.",7.894,/zVihCICdhkbiKTfljBVFqEBUvfl.jpg,2021-11-11,I am Zlatan,False,0.0,0
126,False,/kAWuPB29NxE5DlDrgJklAFDwfQC.jpg,"[16, 14]",776660,en,Cryptozoo,"Cryptozookeepers try to capture a Baku, a dream-eating hybrid creature of legend, and start wondering if they should display these beasts or keep them hidden and unknown.",7.073,/xABkUfBl7YG0Z2uIkYMMd5SjTum.jpg,2021-08-20,Cryptozoo,False,6.1,11
127,False,,[27],879329,en,Lantern's Lane,"A recent college graduate and her estranged high school friends return to Lantern's Lane, the location of an evil urban legend and must fight to survive the night.",13.782,/1aVZPE2wKAmcHISsLV2YEQgKStH.jpg,2021-11-05,Lantern's Lane,False,0.0,0
128,False,/l3dsea9EVfgotxu72QRYq4NVMVU.jpg,[18],541524,en,Passing,"In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.",12.876,/t4tYUT1oSWOP6XKZBoclPAG96KP.jpg,2021-10-27,Passing,False,0.0,0
129,False,/1jAZQekYbnbPDDWXpE3eYcPQ6lH.jpg,[99],669295,en,Men Who Sing,"This humorous and melancholic portrait of a male voice choir begins when the filmmakers’ father, widower Ed, 90, sells the family home and arranges his own funeral. His only remaining solace is Tuesday night practice, but with an average age of 74 and suffering a haemorrhaging of the bass section his beloved choir is facing a crisis of its own. So the hunt begins to find ‘brown-haired men’ in their 40s and 50s who can take the choir forward.",13.308,/rEn2qFT4Gcw5spDuPTKBxaWnYME.jpg,2021-11-05,Men Who Sing,False,0.0,0
130,False,,[18],835355,de,Lieber Thomas,"Thomas Brasch was born as a German-Jewish emigrant in England in order to move to the young GDR with his family at the beginning of the 1950s. His father Horst is primarily interested in helping to build the new German state. But Thomas prefers to realize himself as a writer and in doing so discovers his potential as a poetic rebel. His very first play was banned and soon afterwards he lost his place at the film school. When the tanks of the Soviet Union roll through the Czech capital Prague in 1968, Brasch and his girlfriend Sanda and other students try to call for protest in the streets of Berlin - and fail. His own father betrays him to the Stasi and allows Thomas to go to prison. After being paroled, he continues to try his hand at poet writing about love, revolt and death. In the GDR, however, you don't want to have anything to do with someone like him.",11.931,/5QOcqYakgEeHFE4aii1MxvVjQEp.jpg,2021-11-05,Dear Thomas,False,0.0,0
131,False,/huHvTIRw7EWYSBSakuR4KKsJLX9.jpg,"[18, 53]",770078,id,Paranoia,"Dina runs away with her teenage daughter Laura after her abusive husband Gion gets imprisoned. However, Gion is released from the prison due to the pandemic and Dina is panicking because not only she took Laura but also took Gion’s valuable antique statue away. Raka, a mysterious man appears and makes things even more complicated.",7.263,/oSGsPOBspRAndPxEGMeHSxKoHOw.jpg,2021-11-11,Paranoia,False,0.0,0
132,False,,[27],659384,ru,Ряд 19,"A young female doctor and her 6-year-old daughter are on an overnight flight in a violent storm. When passengers on the half-empty plane inexplicably begin to die, the woman’s grip on reality weakens and she is forced to relive her worst childhood nightmare.",12.814,/ymLXnBDKHXVCLYBoSnY9mhlQynH.jpg,2021-11-11,Row 19,False,0.0,0
133,False,/5BiKWM5VyNWz42vU3CpCgt4xHNk.jpg,[18],718633,en,Bruised,"Years after a humiliating defeat, an MMA fighter grabs one last shot at redemption when the young son she left behind comes back into her life.",9.971,/axibOQF9QnThrr8M37ufAYurP4R.jpg,2021-11-17,Bruised,False,0.0,0
134,False,/sKazbYvQS4CFU4hr7cMgcrgex86.jpg,"[18, 53]",774233,fi,Syke-elokuva: Hätätila,"Iiris tries to recover from her difficult separation with Artturi when she unexpectedly meets Anton. The relationship doesn't get a chance to progress far when Iiris' son Niilo suddenly becomes ill. Niilo would only need a small operation, but once the boy enters the operating room, the hospital is subjected to a cyber attack. The power is cut off, the ventilators stop  working and all access to patient data is blocked. Nurses have to prioritize whose life is the most valuable.",11.624,/zA4qutxgMzgvqWeKYNHlMxQJeln.jpg,2021-11-05,Nurses – Dreadful Hospital Outage,False,0.0,0
135,False,,[99],788396,en,The Real Charlie Chaplin,A look at the life and work of Charlie Chaplin in his own words featuring an in-depth interview he gave to Life magazine in 1966.,8.786,/4TeJ08Csymnd257KrgS0nyxVBEy.jpg,2021-11-19,The Real Charlie Chaplin,False,0.0,0
136,False,/9Di6BvfSuN0tUBi7PIK4Iz9phxk.jpg,"[18, 36]",10523,en,W.,"The story of the eventful life of George W. Bush—his struggles and triumphs, how he found both his wife and his faith—and the critical days leading up to his decision to invade Iraq.",9.786,/nJm8UF4zbUYEoku9seEtz1PTJGS.jpg,2008-10-17,W.,False,6.1,397
137,False,/7SO7rjZCZC3Ldx0QrcHfm1rRRmL.jpg,"[18, 14, 37]",922,en,Dead Man,"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.",11.282,/65iVwc0t5eTDhQJsddsR14uBuGr.jpg,1995-12-23,Dead Man,False,7.3,1127
138,False,/wlADMNI7xTe7pKpMIlH6UQwCFTX.jpg,[18],728142,en,Nowhere Special,"John, a 35-year-old window cleaner, has dedicated his life to bringing up his 4-year-old son, Michael, after the child's mother left them soon after giving birth. When John is given only a few months left to live, he attempts to find a new, perfect family for Michael, determined to shield him from the terrible reality of the situation.",9.196,/84Fft28dlLSpAHCLKWaGW3V2SHg.jpg,2021-07-16,Nowhere Special,False,7.3,15
139,False,/cSX2t3id47mRRpPSsw0MbKUC7YZ.jpg,[],877840,ja,映画 すみっコぐらし2,,12.251,/xIwO8zb5qJYIDUFJM3I2XqP0OA1.jpg,2021-11-05,Sumikko Gurashi Movie 2,False,0.0,0
140,False,/u4V5a8EL0XmSHWZCJ4BVkFDqgct.jpg,"[35, 14, 10749]",644831,en,Blithe Spirit,A spiritualist medium holds a seance for a writer suffering from writers block but accidentally summons the spirit of his deceased first wife which leads to an increasingly complex love triangle with his current wife of five years.,9.216,/phX4R5hjaavV2w1EcMXCtL5uDP.jpg,2020-11-10,Blithe Spirit,False,5.7,64
141,False,/8elBDylFThvAsuwYdBAsCQC9l0Z.jpg,"[99, 10402]",776485,en,The Sparks Brothers,"Take a musical odyssey through five weird and wonderful decades with brothers Ron & Russell Mael, celebrating the inspiring legacy of Sparks: your favorite band’s favorite band.",11.881,/1O0J20bIE2vjSdj1IlHhe9D29CM.jpg,2021-06-18,The Sparks Brothers,False,7.4,15
142,False,,[18],816706,es,Josefina,,11.948,/elRyPeQzmh5biCL4t1K67UuTnw6.jpg,2021-11-05,Josefina,False,0.0,0
143,False,,[99],882844,en,"Film, the Living Record of our Memory","Why are we still able, today, to view images that were captured over 125 years ago? As we enter the digital age, audiovisual heritage seems to be a sure and obvious fact. However, much of cinema and our filmed history has been lost forever. Archivists, technicians and filmmakers from different parts of the world explain what audiovisual preservation is and why it is necessary. The documentary is a tribute to all these professionals and their important work.",9.222,/urf9Vhma25qu54h5Hsj1BBY5WjS.jpg,2021-10-21,"Film, the Living Record of our Memory",False,0.0,0
144,False,/dTz73H7EYMzIh9SAcJZRgRlss6U.jpg,[18],632617,en,C'mon C'mon,"A documentary filmmaker whose latest project involves gifted children bonds with his smart-yet-sensitive nephew, whose father struggles with bipolar disorder and is in the grips of a manic episode.",11.206,/hROb7nFIM3cnk28J0jk4rFBXGQ9.jpg,2021-11-19,C'mon C'mon,False,0.0,0
145,False,/eSg0OBIpO5xiw2pOwL9U5nVq4GG.jpg,"[35, 18]",683374,id,Yowis Ben 3,"Bayu's life is comfortable, apart from Yowis Ben's growing popularity, Asih, his girlfriend, also always supports Bayu in his every dream. Bayu begins to feel anxious about his future when Nando, his keyboard player, decides to study music abroad, Cak Jon decides to leave Yowis Ben and pursue his love, Mbak Rini, who is engaged to an officer, Captain Arjuna. The situation is made worse by the arrival of Susan, Bayu's ex, who makes them close again without Asih's knowledge. Will Bayu succeed in defending Yowis Ben and maintaining Asih's love, when Bayu is secretly close to Susan again?",9.131,/veDmARp9r6bFfZMuGBtSKdZPP2h.jpg,2021-11-25,Yowis Ben 3,False,0.0,0
146,False,,[99],844178,es,"Buñuel, un cineasta surrealista",,11.495,/kZcdgvwMPjJdgEzYdXFZ9qyGkOS.jpg,2021-11-05,Buñuel: A Surrealist Filmmaker,False,0.0,0
147,False,/eMsCDdf5kvY6mytXYgITJBCTwdb.jpg,"[18, 10749]",664382,sv,Den svavelgula himlen,"In his youth, the author Frej has already found a deep connection and passion with an upper-class girl, Stella Rabell, that has lasted between them through the decades. When Stella's older brother Alex falls victim to a stabbing attack, Frej begins to reminisce about the events of decades past. Frej's memories from the bright 1970s to the present day are filled with love, jealousy, betrayal, life and death.",11.449,/vZdqQwn5OmYgR335eyQL0x14tBK.jpg,2021-11-05,Yellow Sulphur Sky,False,0.0,0
148,False,/wdLSNdxYOYAjQEPNIZzxlzrdeSl.jpg,"[53, 18]",655917,en,A Perfect Enemy,"Successful architect Jeremy Angust is approached on his trip to the Tokyo International Airport by a chatty girl called Texel Textor. She is a strange young woman who seems to be looking for captive victims whom she forces to listen to her strange stories. Jeremy loses the flight because of Texel and once they are installed in the lounge area, he will not be able to get rid of the annoying stranger. Although the meeting seems fortuitous, soon there be a turn that will transform the character of that encounter into something much more sinister and criminal.",10.671,/wgz3SDI99VJEE9uJEiVh4iqNlq8.jpg,2021-06-11,A Perfect Enemy,False,7.0,20
149,False,/zSNaHraIcjfy3BC0q5JAnTS23Ll.jpg,"[28, 80, 18]",752886,ko,강릉,"An action film about the ambitions, conspiracy, and betrayal of different organizations surrounding the life-changing project of building the largest resort in Gangneung.",7.6,/1MZ42GYL84wW4U9HtcKMuTOx6fD.jpg,2021-11-10,Tomb of the River,False,0.0,0
150,False,/8a5Mzgzq6sKIxCwAUTxVPVwMpCc.jpg,"[18, 14]",749004,fr,Petite maman,"Eight-year-old Nelly has just lost her beloved grandmother and is helping her parents clean out her mother’s childhood home. She explores the house and the surrounding woods where her mum, Marion, used to play and where she built the treehouse Nelly has heard so much about. One day her mother suddenly leaves. That is when Nelly meets a girl of her own age in the woods, building a treehouse.",6.818,/sN0HC5JNJLisNnm7lP6rRnQVmfx.jpg,2021-06-02,Petite maman,False,6.9,30
151,False,/tyGDe1aO5TV8pmtxoJSRQAaZcvi.jpg,"[53, 10752, 878]",762433,en,Zeros and Ones,"Called to Rome to stop an imminent terrorist bombing, a soldier desperately seeks news of his imprisoned brother — a rebel with knowledge that could thwart the attack. Navigating the capital's darkened streets, he races to a series of ominous encounters to keep the Vatican from being blown to bits.",7.752,/a6balsDWCFMHPaPT6rFoBpNjR6z.jpg,2021-11-18,Zeros and Ones,False,0.0,0
152,False,/7K7svt6vIuwkp5CZgji5t8UDA66.jpg,[18],664177,fr,ADN,"DNA revolves around a woman with close ties to a beloved Algerian grandfather who protected her from a toxic home life as a child. When he dies, it triggers a deep identity crisis as tensions between her extended family members escalate revealing new depths of resentment and bitterness.",7.536,/wn7kmDq7fRKIRG9wQC3ifuAQmsv.jpg,2020-12-10,DNA,False,6.1,98
153,False,/esOyr2JE2mpvNpNZLqszRSnrnap.jpg,[18],758866,ja,ドライブ・マイ・カー,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanja at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",9.645,/nvb2NPaLJpySlg03BxgYHreBIdJ.jpg,2021-08-18,Drive My Car,False,7.4,61
154,False,/51QmJdFKiJ8HH6IYtq6ROwgUyD1.jpg,"[18, 10749]",718838,en,Mothering Sunday,"Set over a day in 1924, the story follows Jane Fairchild, a maid in the Niven household, who has the day off to celebrate Mothering Sunday while Mr. and Mrs. Niven attend a lunch to celebrate the engagement of their neighbour’s only remaining son, Paul, to Emma Hobday. Jane rejoices at her freedom on an unseasonably hot, beautiful spring day. But, she has no mother to go to. For almost seven years she has – joyfully and without shame – been Paul’s lover. Like the Nivens, Paul belongs to England’s old money aristocracy, whereas Jane was orphaned at birth. With the house conveniently empty, they can finally meet in Paul’s bedroom for the first time. Today will be their last as lovers. It is also the day that will mark the beginning of Jane’s transformation as the story unfolds through the hours of clandestine passion.",9.568,/px78qAENLUiyUfjYWB2uNI7c8Qk.jpg,2021-11-12,Mothering Sunday,False,0.0,0
155,False,/18diCYWCxODOpeJNV89hoPyobxj.jpg,"[18, 35, 10402]",498402,fr,Aline,The life story of Canadian singing sensation Céline Dion.,5.725,/gYbB8naXFVUB9KX7efy6HrFrWIU.jpg,2020-11-19,Aline,False,8.4,6
156,False,/8RL9atBsuRnRAhh0I2gWIV3AGfP.jpg,[99],774823,en,Becoming Cousteau,"Its focus will be on the inventor-explorer-environmentalist-filmmaker revolution, i.e., giving mankind the resources to explore the ocean with the Aqua Lung, calling attention to ocean pollution, and his longtime collaboration.",7.052,/8RqcNsOlnRCH1XqU1YwtFBavqqm.jpg,2021-10-22,Becoming Cousteau,False,0.0,0
157,False,,[99],590387,en,Brian Wilson: Long Promised Road,"Join The Beach Boy's Brian Wilson on an intimate journey through his legendary career as he reminisces with Rolling Stone editor and longtime friend, Jason Fine. Featuring a new song written and performed by Wilson and interviews with Elton John, Bruce Springsteen, Nick Jonas, Linda Perry, Jim James, Gustavo Dudamel and Al Jardine.",9.122,/d1XlcHOotcx64nUH1LfbfvvDJkb.jpg,2021-11-19,Brian Wilson: Long Promised Road,False,0.0,0
158,False,/lTCS4OTsyB5G5k3Mjx8JPoMukGO.jpg,"[10751, 10749]",534344,en,Running for Grace,"An orphan boy of mixed race finds family with the newly arrived white village doctor in Hawaii. The boy can run like the wind, and begins bringing Doc's medicine to coffee pickers throughout the mountainous region. On an errand, the medicine runner meets the daughter of the plantation owner and a forbidden, young love blossoms like the white ""Kona Snow"" of the surrounding coffee trees.",5.009,/6EM6JvWiFPSkgpHLml6yA1hy1SL.jpg,2018-08-17,Running for Grace,False,6.5,43
159,False,/pq8kXPO7fVUA74TBHElFNfwx2ph.jpg,[],823609,en,Happy Family 2,,5.762,/fVV1MPnBaM3EtD3yCoJyjKPMSsT.jpg,2021-01-13,Happy Family 2,False,0.0,0
160,False,/kZ03Zwzcuxzk9GdS9KWu3aJc43k.jpg,[35],874294,fr,Les Bodin's en Thaïlande,Christian Bodin and his mother Maria Bodin are set on an adventure for the Land of Smiles. They meet many zany characters and face several obstacles along their journey in Thailand.,5.776,/7oTckWKc1VlLLEXHJXcB9B2T2wx.jpg,2021-11-17,Les Bodin's en Thaïlande,False,0.0,0
161,False,/mFebVehvN5FvhRR9QUFzorG0R4E.jpg,[99],869623,en,Procession,Six men who were sexually abused by Catholic clergy as boys find empowerment by creating short films inspired by their trauma.,6.784,/1t1bf7upwyEDq0OGpz0DvNhk7Ki.jpg,2021-11-12,Procession,False,0.0,0
162,False,/r5E8oA4mwMplIy9D3d5CkSCGMP4.jpg,[99],820559,en,Paper & Glue,A documentary following JR's artwork giving a global voice to everyday people.,6.526,/k6xttPSwxO2oCXLZH0eFa4aLvyr.jpg,2021-11-12,Paper & Glue,False,0.0,0
163,False,/s42AEoBtEA4zTbMxfMh65nf2x4l.jpg,"[18, 36]",876326,en,"Sabina - Tortured for Christ, the Nazi Years",A story of transformation and hope in a time of turmoil and terror,6.734,/ne4kbCPYm8nUpBfz0rMl0J0memj.jpg,2021-11-08,"Sabina - Tortured for Christ, the Nazi Years",False,0.0,0
164,False,,[99],485432,en,Kurt Vonnegut: Unstuck in Time,"A documentary 33 years in the making, director and friend of Kurt Vonnegut seeks through his archives to create the first film featuring the revolutionary late writer.",7.329,/9bhe233DhxetlmCxb85264nxnFw.jpg,2021-11-19,Kurt Vonnegut: Unstuck in Time,False,0.0,0
165,False,/vveiE4HYWR26GNYfeUpyw6OV37P.jpg,[18],588367,en,The Humans,"Erik Blake has gathered three generations of his Pennsylvania family to celebrate Thanksgiving at his daughter’s apartment in lower Manhattan. As darkness falls outside and eerie things start to go bump in the night, the group’s deepest fears are laid bare.",8.217,/gQsDWmkvzzJxlrc3HCqkfQRH11.jpg,2021-11-24,The Humans,False,0.0,0
166,False,,[18],823425,en,National Champions,"A star quarterback ignites a players’ strike hours before the biggest game of the year in order to fight for fair compensation, equality, and respect for the athletes who put their bodies and health on the line for their schools.",3.784,,2021-11-24,National Champions,False,0.0,0
167,False,,[],885302,en,Cold Return,A drifter with unknown motives arrives in town and leaves a trail of dead bodies in his wake.,6.196,,2021-11-07,Cold Return,False,0.0,0
168,False,/4OaXc8B3LhUverCnSq5UgOy8W2h.jpg,[],779775,sv,Sagan om Karl-Bertil Jonssons julafton,,5.494,/mrv61npArFQe3QM6tovADOBTeOn.jpg,2021-11-12,Sagan om Karl-Bertil Jonssons julafton,False,0.0,0
169,False,/7I2OsWdv9rEgH7ajRLqAs9TsJWu.jpg,[18],612368,fr,Au nom de la terre,"Pierre is 25 when he returns from Wyoming to his fiancée and take over the family farm. Twenty years later, the farm expanded and so did the family.",6.145,/5XllzxmnitQwAPFPidd8VXZYiY5.jpg,2019-09-25,In the Name of the Land,False,7.2,221
170,False,/b5KG17zlqMupml1AET1Ba3xgro0.jpg,"[16, 12, 9648]",712454,fr,Le Sommet des dieux,"Did George Mallory die going up or coming down the summit of Everest, 8th June 1924? Seventy years later when Fukamachi, a young reporter, buys an old Kodak camera in a market in Kathmandu, he thinks he can find the answer. This discovery draws him into the world of eager mountaineers chasing impossible conquests, where love and ghosts intertwine.",7.889,/aTrt1qA7COGlCzDWiSTCAsorTVP.jpg,2021-09-22,The Summit of the Gods,False,7.8,36
171,False,/3E7SmCwoSbpBn7cfp10hQjsGk2U.jpg,[18],608980,it,Tre piani,Follows the lives of three families who live in a three-story building in a Roman neighbourhood.,5.626,/A8PPsV9kD7zXQ3KMB5eHp2sveOE.jpg,2021-09-23,Three Floors,False,6.4,61
172,False,/ycylamLkpWFMpt7Mn7aCjeii8nB.jpg,"[18, 878]",660833,en,Multiverse,Four brilliant university students are forced to confront themselves in terrifying ways when their Quantum Physics experiment leads to an entangled parallel existence that leaves them questioning who they are and what is real.,5.448,/5WWdlKaAhDbpnsNvfOJUoR59T8c.jpg,2021-11-12,Multiverse,False,0.0,0
173,False,/x3kWhf5FrXQKyRnIzCnSqQvGsP7.jpg,"[99, 16]",888910,en,Camp Confidential: America's Secret Nazis,"Camp Confidential: America's Secret Nazis, a documentary short featuring animation, directed by Daniel Sivan and Mor Loushy (The Devil Next Door, The Oslo Diaries) and produced by Benji and Jono Bergmann (Wirecard, Mau), focuses on the story of a top secret POW camp that was classified for over 5 decades. In the midst of WWII, a group of young Jewish refugees are assigned to guard a top secret POW camp near Washington D.C. The Jewish soldiers soon discover that their prisoners are no other than Hitler's top scientists - What starts out as an intelligence mission to gather information from the Nazis, soon gets a shocking twist when the Jewish soldiers are tasked with a very different mission altogether. A mission that would question their moral values - exposing a dark secret from America's past.",7.722,/eOwaUeFNsQt5ALBfZNPye33vBrS.jpg,2021-09-24,Camp Confidential: America's Secret Nazis,False,5.0,1
174,False,/9B8fM6ErbhVmQ6yb9q3Ll2zXOPp.jpg,[35],676623,fr,Tout nous sourit,"The members of an apparently happy couple, each with their respective lovers, have the same idea: spending the weekend at their holiday home. Finding each other there is only the beginning of an awkward and hilarious weekend.",6.575,/uyZG3WYk3oUqbRYunL92N8MFzZT.jpg,2021-10-20,Tout nous sourit,False,6.4,14
175,False,,[27],860867,en,The Accursed,"Hana spends twenty years suppressing a maleficent curse that was placed upon her bloodline, only to have a family member knowingly release it forcing her to kill or to be killed.",5.43,/AkNGgW0chd9JY1FdzthPEiHn4S.jpg,2021-11-12,The Accursed,False,0.0,0
176,False,,[],891235,zh,信者,"Nima Yangzhen is a postman at the post office of Diqing Tibetan Autonomous Prefecture. She is a ordinary mother of a baby, but with professional skills and enthusiastic work attitude, Nima was recommended to participate in the selection of exemplary people in the autonomous prefecture. After winning she receives a job transfer order. She needs to leave her family temporarily to go to the remote Yunling Township to take over the job of the old post office director.",7.531,/iLsMooETBCZod22nRYUEm9oXcwr.jpg,2021-11-05,Yangzhen's Journey,False,0.0,0
177,False,/29S5XbC7P39vPCOSXCAty0KdudH.jpg,"[10751, 35, 10749]",890931,te,మంచి రోజులొచ్చాయి,A romantic Family entertainer,7.531,/bVtHOP1oCePnS5FX6XhJ67p0Djg.jpg,2021-11-04,Manchi Rojulochaie,False,0.0,0
178,False,,[36],888372,it,Carla - il film,,5.644,/xYpL4PLMkty4269vEreQPXUk75e.jpg,2021-11-08,Carla - il film,False,0.0,0
179,False,,[27],749727,en,Shepherd,"When a deadly secret rots the mind of a grieving widower, the decision to work alone on a deserted island morphs into a terrifying race to save his sanity and his life.",5.166,/8FpIw72SPPHNPQ5K263m0udAEt6.jpg,2021-11-12,Shepherd,False,0.0,0
180,False,/nvTD2DO96mEwOga34lQZgBKpdEQ.jpg,"[18, 14]",511819,en,Memoria,"A Scottish orchid farmer visiting her ill sister in Bogota, Colombia, befriends a young musician and a French archaeologist in charge of monitoring a century-long construction project to tunnel through the Andes mountain range. Each night, she is bothered by increasingly loud bangs which prevent her from getting any sleep.",7.392,/xYkYetSthYg2Vx9P54mHy5lhmNY.jpg,2021-08-20,Memoria,False,7.2,9
181,False,/gJUDmMfeoVopMNwWRmswWJQu4km.jpg,[18],793998,fr,L'Événement,"An adaptation of Annie Ernaux's eponymous novel, looking back on her experience with abortion when it was still illegal in France in the 1960s.",7.297,/lNrFCWP42KwcycNVop5CMGIQEm3.jpg,2021-11-24,Happening,False,0.0,0
182,False,/QYnfXC3E7KNXDvUVpy5rQIyEAm.jpg,"[10402, 99]",62941,en,The Doors: Live at the Bowl '68,"A concert video that captures legendary rock 'n' roll band The Doors at the height of the group's powers. Filmed live at the Hollywood Bowl in the summer of 1968, Jim Morrison and the band perform an extended version of ""Light My Fire,"" plus ten of their other most love songs, taking a standing room only audience on an aural journey of mystical worlds and psychedelic experiences.",5.515,/eNGmMOnEcteUWFZiSDviQGhGVhS.jpg,2012-10-22,The Doors: Live at the Bowl '68,False,6.8,16
183,False,/pKgfWzxOpvGV3MQ0kLjLdjKAzUe.jpg,"[18, 80]",785538,pt,7 Prisioneiros,"To provide a better life for his family in the country, 18-year-old Mateus accepts a job in a junkyard in São Paulo for his new boss Luca. But when he and a few other boys become trapped in the dangerous world of contemporary slavery, Mateus will be forced to decide between working for the very man who enslaved him or risk his and his family’s future.",7.28,/5svMKCGnR6Yvj8wxldvDvgUi0Jk.jpg,2021-11-11,7 Prisoners,False,0.0,0
184,False,,[18],675799,es,Sola,,7.204,/r08z8LsPg6xCAW2G6j8fMdqvsIB.jpg,2021-11-04,Sola,False,0.0,0
185,False,,[53],889753,en,Night Night,"After waking up from a horrific car accident, April must find a way to work through her trauma and a will to survive a recovery from hell.",4.736,/nlMWJmU8tTrspbtly2qh4LvZpF8.jpg,2021-11-16,Night Night,False,0.0,0
186,False,,[10749],854179,en,Legacy of Love,"Unexpected tragedy causes a coming-of-age woman to question the meaning of life, until she finds her purpose by helping others deal with the loss of a loved one.  Director Ranelle Golden Writers Ranelle Golden(screenwriter)Susan Meister(concept by) Stars Johnny AlonsoKen Anthony IIDarius Autry",5.652,,2021-11-11,Legacy of Love,False,0.0,0
187,False,,[99],885277,en,Arsène Wenger: Invincible,"Framed against the backdrop of Arsenal’s historic “Invincible” season of 2003-04, the first and only occasion a team has gone an entire Premier League campaign without defeat, the film sees Wenger reflect candidly on his revolutionary era at Arsenal and the emotional and personal turmoil that surrounded his controversial exit after 22 years.",4.894,/htKkTv2b6csTaR4ys3bpzAgFxLM.jpg,2021-11-11,Arsène Wenger: Invincible,False,0.0,0
188,False,/lujKaN4PP96GqQGI0L9xqoTYpUi.jpg,[18],585744,fr,Slalom,"15 year-old Lyz, a high school student in the French Alps, has been accepted to a highly selective ski club whose aim is to train future professional athletes. Taking a chance on his new recruit, Fred, ex-champion turned coach, decides to make Lyz his shining star regardless of her lack of experience. Under his influence, Lyz will have to endure more than the physical and emotional pressure of the training. Will Lyz’s determination help her escape his grip?",6.751,/A6KhgJi1BSdNOt5IXZoHFmkzZmA.jpg,2021-03-05,Slalom,False,7.0,52
